word_id	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_conj_id
559	559	perfective	perfective	снимать	снимать	сними'	сними'	сними'те	сними'те	сня'л	сня'л	сняла'	сняла'	сня'ло,сняло'	сня'ло,сняло'	сня'ли	сня'ли	1827	1827
561	561	perfective	perfective	представлять	представлять	предста'вь	предста'вь	предста'вьте	предста'вьте	предста'вил	предста'вил	предста'вила	предста'вила	предста'вило	предста'вило	предста'вили	предста'вили	1384	1384
563	563	perfective	perfective	произносить	произносить	произнеси'	произнеси'	произнеси'те	произнеси'те	произнёс	произнёс	произнесла'	произнесла'	произнесло'	произнесло'	произнесли'	произнесли'	1542	1542
568	568	perfective	perfective	объяснять	объяснять	объясни'	объясни'	объясни'те	объясни'те	объясни'л	объясни'л	объясни'ла	объясни'ла	объясни'ло	объясни'ло	объясни'ли	объясни'ли	896	896
571	571	imperfective	imperfective	представить	представить	представля'й	представля'й	представля'йте	представля'йте	представля'л	представля'л	представля'ла	представля'ла	представля'ло	представля'ло	представля'ли	представля'ли	1386	1386
573	573	perfective	perfective	покупать	покупать	купи'	купи'	купи'те	купи'те	купи'л	купи'л	купи'ла	купи'ла	купи'ло	купи'ло	купи'ли	купи'ли	690	690
574	574	imperfective	imperfective	просуществовать	просуществовать	существу'й	существу'й	существу'йте	существу'йте	существова'л	существова'л	существова'ла	существова'ла	существова'ло	существова'ло	существова'ли	существова'ли	1955	1955
577	577	perfective	perfective	умирать	умирать	умри'	умри'	умри'те	умри'те	у'мер	у'мер	у'мерла	у'мерла	у'мерло	у'мерло	у'мерли	у'мерли	2077	2077
584	584	imperfective	imperfective	выпить;попить	выпить;попить	пе'й	пе'й	пе'йте	пе'йте	пи'л	пи'л	пила'	пила'	пи'ло	пи'ло	пи'ли	пи'ли	1116	1116
596	596	perfective	perfective	сообщать	сообщать	сообщи'	сообщи'	сообщи'те	сообщи'те	сообщи'л	сообщи'л	сообщи'ла	сообщи'ла	сообщи'ло	сообщи'ло	сообщи'ли	сообщи'ли	1872	1872
598	598	perfective	perfective	называть	называть	назови'	назови'	назови'те	назови'те	назва'л	назва'л	назвала'	назвала'	назва'ло	назва'ло	назва'ли	назва'ли	767	767
606	606	perfective	perfective	убивать	убивать	убе'й	убе'й	убе'йте	убе'йте	уби'л	уби'л	уби'ла	уби'ла	уби'ло	уби'ло	уби'ли	уби'ли	2010	2010
609	609	perfective	perfective	соглашаться	соглашаться	согласи'сь	согласи'сь	согласи'тесь	согласи'тесь	согласи'лся	согласи'лся	согласи'лась	согласи'лась	согласи'лось	согласи'лось	согласи'лись	согласи'лись	1845	1845
